id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
587972,18500.0,3,16.02,650.59,C,C5,80.0,5 years,2,40000.0,1,2017-06-01,0,0,427.0,21,12.18,0.0,680.0,684.0,8.0,0.0,0.0,10648.0,67.7,10.0,0,0,Dec-2006,0.0,1.0,0.0,7.0,7.0,7.0,7.0,9.0,0.0,8.0,10.0,7.0,8.0,0.0,0.0,0.0,1.0
688944,24375.0,3,9.75,783.66,B,B3,54.0,,1,53000.0,0,2016-06-01,0,0,176.0,3,7.22,1.0,715.0,719.0,17.0,0.0,0.0,14359.0,12.3,29.0,0,0,Jun-1986,0.0,1.0,1.0,4.0,5.0,5.0,6.0,6.0,3.0,17.0,24.0,5.0,17.0,0.0,0.0,1.0,2.0
617378,2000.0,3,14.49,68.84,C,C4,1690.0,3 years,0,50000.0,1,2014-05-01,0,1,400.0,17,19.04,0.0,750.0,754.0,8.0,0.0,0.0,3386.0,39.4,17.0,0,0,Feb-1983,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,4.0,5.0,4.0,8.0,0.0,0.0,0.0,2.0
497513,10000.0,3,10.99,327.34,B,B4,11071.0,10+ years,1,57000.0,0,2016-10-01,1,0,141.0,13,17.89,0.0,695.0,699.0,10.0,0.0,0.0,6665.0,35.5,24.0,0,0,Jun-2002,0.0,1.0,2.0,1.0,3.0,3.0,3.0,8.0,12.0,6.0,12.0,3.0,10.0,0.0,0.0,0.0,4.0
390526,10800.0,5,24.99,316.94,F,F4,80.0,2 years,2,36000.0,1,2015-01-01,0,0,598.0,14,34.53,0.0,675.0,679.0,14.0,0.0,0.0,21064.0,87.0,35.0,0,0,Jul-2002,0.0,1.0,5.0,6.0,10.0,10.0,6.0,6.0,24.0,10.0,10.0,10.0,14.0,0.0,0.0,0.0,3.0
232445,27000.0,3,18.25,979.51,D,D2,269843.0,2 years,2,60000.0,2,2013-09-01,0,0,57.0,9,13.17,0.0,660.0,664.0,8.0,0.0,0.0,27522.0,80.7,19.0,1,0,Jan-2002,32280.0,1.0,0.0,6.0,7.0,7.0,7.0,14.0,0.0,8.0,19.0,7.0,8.0,0.0,0.0,0.0,1.0
116486,20000.0,3,7.07,618.19,A,A2,717.0,4 years,1,221000.0,0,2017-07-01,0,0,389.0,8,7.78,0.0,760.0,764.0,6.0,0.0,0.0,25781.0,14.6,11.0,0,0,Sep-2002,0.0,1.0,0.0,3.0,3.0,3.0,5.0,6.0,1.0,5.0,10.0,3.0,6.0,0.0,0.0,0.0,1.0
572059,10375.0,5,15.61,250.16,C,C3,38.0,4 years,0,43000.0,2,2013-10-01,0,4,474.0,14,27.66,0.0,675.0,679.0,11.0,0.0,0.0,15980.0,75.4,15.0,0,0,Jan-2006,352.0,1.0,0.0,4.0,6.0,6.0,5.0,5.0,6.0,7.0,8.0,6.0,11.0,0.0,0.0,0.0,0.0
382629,14700.0,5,15.05,350.1,C,C4,118712.0,8 years,0,66000.0,0,2017-08-01,0,2,276.0,20,19.82,0.0,790.0,794.0,8.0,0.0,0.0,3537.0,16.0,16.0,0,0,Jun-2006,5.0,1.0,0.0,2.0,2.0,2.0,4.0,5.0,7.0,5.0,8.0,2.0,8.0,0.0,0.0,0.0,2.0
664091,16800.0,5,12.99,382.17,C,C1,1151.0,< 1 year,1,160000.0,1,2014-06-01,0,0,48.0,10,12.42,0.0,695.0,699.0,10.0,0.0,0.0,9556.0,56.5,19.0,1,0,Mar-2005,0.0,1.0,0.0,6.0,6.0,6.0,7.0,9.0,9.0,7.0,10.0,6.0,10.0,0.0,0.0,0.0,1.0
256827,40000.0,5,9.92,848.31,B,B2,72.0,6 years,1,60000.0,1,2018-05-01,1,0,342.0,21,14.54,0.0,770.0,774.0,13.0,0.0,0.0,14279.0,22.7,24.0,0,0,Nov-2010,0.0,1.0,0.0,2.0,3.0,3.0,5.0,7.0,1.0,12.0,23.0,3.0,13.0,0.0,0.0,0.0,1.0
674370,25000.0,3,8.9,793.84,A,A5,54.0,,2,65000.0,2,2014-02-01,0,4,620.0,8,20.25,0.0,680.0,684.0,6.0,0.0,0.0,12118.0,34.0,21.0,0,0,Sep-1990,4.0,1.0,0.0,4.0,5.0,5.0,4.0,14.0,6.0,5.0,15.0,5.0,6.0,0.0,0.0,0.0,2.0
351175,7625.0,3,23.88,298.68,E,E2,139728.0,10+ years,1,42000.0,0,2017-06-01,0,5,51.0,13,11.49,0.0,675.0,679.0,4.0,0.0,0.0,3070.0,68.0,4.0,1,0,Oct-2012,6.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,3.0,4.0,2.0,3.0,,0.0,0.0,2.0
741552,21000.0,3,7.89,657.0,A,A5,199.0,5 years,0,125000.0,1,2015-08-01,0,0,45.0,21,22.12,0.0,695.0,699.0,11.0,0.0,0.0,54635.0,84.6,21.0,0,0,Apr-1999,0.0,1.0,0.0,4.0,6.0,6.0,5.0,7.0,5.0,8.0,13.0,6.0,11.0,0.0,0.0,0.0,0.0
412084,21000.0,3,21.49,796.47,D,D5,43359.0,10+ years,1,50000.0,1,2016-11-01,1,4,107.0,30,31.41,0.0,695.0,699.0,5.0,0.0,0.0,10661.0,62.7,34.0,0,0,Jul-2001,4.0,1.0,1.0,3.0,3.0,3.0,3.0,9.0,22.0,3.0,11.0,3.0,5.0,0.0,0.0,0.0,5.0
593608,8400.0,3,12.99,282.99,C,C1,80.0,4 years,1,38000.0,0,2014-10-01,0,0,249.0,36,10.6,0.0,670.0,674.0,16.0,0.0,0.0,6163.0,33.1,21.0,0,0,May-1995,0.0,1.0,1.0,5.0,9.0,9.0,5.0,6.0,2.0,16.0,19.0,9.0,16.0,0.0,0.0,0.0,3.0
728267,16550.0,5,16.02,402.64,C,C5,3246.0,4 years,2,36000.0,2,2017-10-01,1,0,597.0,11,25.2,0.0,705.0,709.0,11.0,0.0,0.0,12134.0,37.0,39.0,0,0,Nov-2002,0.0,1.0,0.0,3.0,3.0,3.0,5.0,8.0,12.0,9.0,25.0,3.0,11.0,0.0,0.0,0.0,1.0
2767,3000.0,3,7.88,93.85,A,A5,240351.0,1 year,1,50000.0,1,2010-05-01,0,3,277.0,8,8.16,0.0,745.0,749.0,4.0,0.0,0.0,290.0,3.8,5.0,1,0,Apr-2005,14439.0,1.0,,,,,,,,,,,,,,,
279443,30000.0,5,7.99,608.15,A,A5,249029.0,3 years,2,200000.0,1,2017-03-01,0,0,197.0,4,13.77,0.0,730.0,734.0,11.0,0.0,0.0,15908.0,27.7,28.0,0,0,Nov-1994,0.0,1.0,0.0,1.0,1.0,1.0,4.0,8.0,8.0,6.0,15.0,2.0,11.0,0.0,0.0,0.0,3.0
638305,6000.0,3,12.79,201.56,C,C1,55.0,10+ years,0,77600.0,2,2016-09-01,0,2,211.0,19,29.65,0.0,695.0,699.0,13.0,0.0,0.0,9374.0,46.6,17.0,0,0,Nov-2003,5.0,1.0,0.0,4.0,7.0,7.0,4.0,4.0,7.0,8.0,8.0,7.0,13.0,0.0,0.0,0.0,2.0
365126,5000.0,3,13.65,170.04,C,C1,6426.0,9 years,1,30000.0,0,2014-02-01,0,0,211.0,19,11.76,0.0,675.0,679.0,18.0,0.0,0.0,3831.0,77.0,29.0,0,0,Jul-1998,0.0,1.0,0.0,2.0,3.0,3.0,3.0,5.0,19.0,3.0,7.0,3.0,18.0,,0.0,0.0,3.0
276215,4000.0,3,9.49,128.12,B,B2,13579.0,7 years,0,145000.0,0,2015-01-01,0,2,558.0,24,17.74,1.0,685.0,689.0,21.0,0.0,0.0,26843.0,39.1,48.0,1,0,Jun-2001,5.0,1.0,1.0,3.0,5.0,5.0,5.0,15.0,14.0,14.0,30.0,5.0,21.0,0.0,0.0,1.0,4.0
468899,20000.0,3,14.22,685.69,C,C5,242251.0,1 year,1,180000.0,0,2010-03-01,0,4,221.0,8,22.93,0.0,695.0,699.0,18.0,0.0,0.0,86469.0,89.1,33.0,1,0,Feb-1991,16069.0,1.0,,,,,,,,,,,,,,,
477264,9500.0,3,15.61,332.17,D,D1,60877.0,1 year,1,42000.0,2,2015-07-01,1,1,160.0,4,22.74,1.0,720.0,724.0,13.0,1.0,1.0,1147.0,10.0,27.0,1,0,Aug-2001,1.0,1.0,1.0,1.0,3.0,3.0,2.0,7.0,11.0,9.0,15.0,3.0,13.0,0.0,0.0,0.0,4.0
505397,26725.0,3,18.55,973.57,E,E2,171.0,7 years,0,70000.0,2,2015-07-01,0,0,10.0,8,12.69,0.0,665.0,669.0,22.0,1.0,1.0,15851.0,46.0,47.0,1,0,Aug-1985,0.0,1.0,0.0,4.0,21.0,21.0,14.0,20.0,1.0,21.0,44.0,16.0,21.0,,0.0,0.0,5.0
531995,18000.0,3,6.24,549.56,A,A2,8511.0,7 years,1,40000.0,0,2015-08-01,0,7,360.0,0,19.47,0.0,810.0,814.0,10.0,0.0,0.0,4535.0,10.7,22.0,0,0,Dec-2003,8.0,1.0,0.0,4.0,5.0,5.0,6.0,11.0,3.0,8.0,19.0,5.0,10.0,0.0,0.0,0.0,0.0
652668,5000.0,3,12.99,168.45,C,C2,5111.0,10+ years,2,30000.0,1,2016-03-01,0,0,463.0,48,34.96,0.0,685.0,689.0,10.0,0.0,0.0,21938.0,78.6,22.0,0,0,Nov-2005,0.0,1.0,0.0,6.0,6.0,6.0,8.0,14.0,5.0,8.0,17.0,6.0,10.0,0.0,0.0,0.0,1.0
552404,14075.0,5,12.68,317.95,C,C1,231278.0,8 years,0,61200.0,1,2011-04-01,0,0,250.0,37,20.94,0.0,740.0,744.0,8.0,0.0,0.0,3943.0,33.4,20.0,1,0,Dec-2002,94.0,1.0,,,,,,,,,,,,,,,
498518,12000.0,3,7.62,373.94,A,A3,273353.0,3 years,0,125000.0,2,2013-09-01,0,4,147.0,26,4.2,1.0,700.0,704.0,11.0,0.0,0.0,18246.0,39.1,19.0,0,0,Oct-1994,4.0,1.0,0.0,5.0,6.0,6.0,8.0,13.0,2.0,10.0,15.0,6.0,11.0,0.0,0.0,1.0,1.0
408561,9325.0,3,10.49,303.05,B,B3,377167.0,2 years,0,52000.0,0,2016-10-01,0,0,720.0,0,17.01,1.0,680.0,684.0,9.0,1.0,1.0,10595.0,51.2,23.0,0,0,Feb-1994,0.0,1.0,1.0,3.0,5.0,5.0,3.0,8.0,3.0,6.0,15.0,5.0,9.0,0.0,0.0,0.0,2.0
248459,2000.0,3,14.64,68.98,C,C3,207093.0,10+ years,1,37000.0,0,2014-03-01,0,0,73.0,23,11.13,0.0,685.0,689.0,18.0,0.0,0.0,6532.0,43.3,20.0,0,0,Oct-1996,0.0,1.0,0.0,7.0,12.0,12.0,8.0,9.0,0.0,18.0,20.0,12.0,18.0,0.0,0.0,0.0,3.0
632012,12375.0,5,24.49,359.54,E,E3,2768.0,10+ years,1,77000.0,0,2016-09-01,0,0,120.0,21,27.87,0.0,695.0,699.0,12.0,0.0,0.0,33449.0,67.4,38.0,0,0,Apr-1990,0.0,1.0,5.0,7.0,8.0,8.0,8.0,14.0,11.0,9.0,20.0,8.0,12.0,0.0,0.0,0.0,1.0
202895,3150.0,3,18.85,115.23,D,D3,278462.0,2 years,1,27000.0,0,2013-08-01,0,10,523.0,13,24.98,0.0,755.0,759.0,9.0,0.0,0.0,2285.0,14.3,10.0,1,0,Apr-1970,664.0,1.0,0.0,2.0,4.0,4.0,3.0,3.0,3.0,7.0,7.0,4.0,9.0,0.0,0.0,0.0,5.0
271555,6400.0,3,6.62,196.51,A,A2,368.0,1 year,0,85000.0,0,2014-03-01,0,0,29.0,19,11.84,0.0,810.0,814.0,11.0,0.0,0.0,10732.0,15.9,43.0,0,0,Dec-1992,0.0,1.0,0.0,2.0,2.0,2.0,6.0,25.0,6.0,8.0,33.0,3.0,11.0,0.0,0.0,0.0,2.0
794781,14500.0,3,7.9,453.71,A,A4,306643.0,2 years,0,61500.0,2,2013-04-01,0,0,54.0,28,24.62,0.0,745.0,749.0,16.0,0.0,0.0,32102.0,46.1,38.0,1,0,Oct-1992,28.0,1.0,0.0,4.0,5.0,5.0,4.0,9.0,12.0,12.0,23.0,5.0,16.0,0.0,0.0,0.0,1.0
434602,40000.0,3,15.31,1392.7,C,C5,928.0,2 years,0,91000.0,2,2016-03-01,0,0,139.0,8,28.33,0.0,700.0,704.0,13.0,0.0,0.0,16972.0,56.6,38.0,0,0,Oct-1999,0.0,1.0,0.0,3.0,5.0,5.0,3.0,8.0,16.0,8.0,16.0,5.0,13.0,0.0,0.0,0.0,3.0
90424,10500.0,3,11.99,348.71,C,C1,4728.0,3 years,0,73000.0,1,2016-05-01,0,0,330.0,21,6.25,8.0,675.0,679.0,15.0,0.0,0.0,6253.0,67.2,36.0,1,0,Nov-1999,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,29.0,4.0,4.0,3.0,15.0,0.0,0.0,8.0,2.0
509634,9875.0,3,24.5,390.03,F,F3,51220.0,6 years,1,33000.0,1,2014-07-01,0,0,140.0,8,26.4,2.0,660.0,664.0,11.0,0.0,0.0,5259.0,58.3,17.0,0,0,Sep-2006,0.0,1.0,1.0,4.0,8.0,8.0,4.0,4.0,4.0,9.0,13.0,8.0,11.0,0.0,0.0,1.0,1.0
766053,16000.0,5,8.9,331.36,A,A5,54.0,,0,43000.0,2,2013-07-01,0,0,197.0,4,26.37,0.0,715.0,719.0,9.0,0.0,0.0,17530.0,17.7,15.0,1,0,Dec-1989,12975.0,1.0,0.0,3.0,5.0,5.0,5.0,7.0,4.0,7.0,9.0,5.0,9.0,0.0,0.0,0.0,1.0
526795,30000.0,3,7.12,927.96,A,A3,1267.0,10+ years,0,185000.0,2,2014-10-01,0,4,186.0,9,11.12,0.0,675.0,679.0,12.0,0.0,0.0,53947.0,91.0,24.0,1,0,Oct-2003,4.0,1.0,0.0,6.0,7.0,7.0,6.0,6.0,13.0,7.0,9.0,7.0,12.0,0.0,0.0,0.0,2.0
119001,28600.0,3,7.35,887.67,A,A4,4116.0,10+ years,1,450000.0,2,2017-09-01,0,0,406.0,8,22.73,1.0,690.0,694.0,7.0,0.0,0.0,5976.0,22.1,20.0,0,0,Mar-1988,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,11.0,2.0,8.0,1.0,6.0,0.0,0.0,1.0,0.0
87906,17500.0,3,16.02,615.43,C,C5,19.0,2 years,0,125000.0,0,2017-11-01,1,2,14.0,11,31.88,0.0,700.0,704.0,12.0,0.0,0.0,40575.0,79.6,26.0,0,0,Apr-1992,5.0,1.0,0.0,4.0,6.0,6.0,4.0,5.0,10.0,7.0,9.0,6.0,12.0,0.0,0.0,0.0,2.0
184179,20000.0,3,15.59,699.1,D,D1,105269.0,2 years,1,108000.0,1,2015-01-01,1,0,138.0,0,9.37,0.0,675.0,679.0,8.0,0.0,0.0,20004.0,57.2,11.0,0,0,Feb-2004,0.0,1.0,0.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,0.0,0.0,0.0,5.0
169956,35000.0,3,11.49,1154.0,B,B5,144.0,10+ years,0,100000.0,1,2016-09-01,0,5,186.0,9,14.47,0.0,680.0,684.0,16.0,0.0,0.0,34170.0,77.1,27.0,0,0,Sep-2005,6.0,1.0,0.0,7.0,12.0,12.0,7.0,11.0,4.0,14.0,21.0,12.0,16.0,0.0,0.0,0.0,0.0
636556,4000.0,3,9.17,127.52,B,B2,13.0,2 years,1,70000.0,0,2015-12-01,0,4,124.0,13,11.55,0.0,710.0,714.0,18.0,0.0,0.0,14164.0,37.1,35.0,1,0,May-2002,4.0,1.0,0.0,3.0,6.0,6.0,3.0,8.0,20.0,8.0,15.0,7.0,18.0,0.0,0.0,0.0,4.0
789709,14000.0,5,20.99,378.67,F,F3,227884.0,10+ years,1,120000.0,1,2011-07-01,1,0,17.0,13,10.96,0.0,680.0,684.0,9.0,0.0,0.0,36173.0,98.6,26.0,1,0,Oct-1998,26.0,1.0,,,,,,,,,,,,,,,
314603,24000.0,3,11.99,797.03,B,B5,4808.0,10+ years,2,53000.0,1,2018-02-01,0,4,5.0,4,19.2,0.0,680.0,684.0,5.0,0.0,0.0,14010.0,87.0,8.0,1,0,Feb-2008,4.0,1.0,0.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0
173491,14000.0,5,15.59,337.42,D,D1,174428.0,7 years,0,71000.0,0,2014-11-01,0,0,5.0,4,32.56,2.0,675.0,679.0,11.0,0.0,0.0,6510.0,46.8,27.0,0,0,Jan-1996,0.0,1.0,0.0,2.0,2.0,2.0,2.0,9.0,11.0,5.0,15.0,2.0,11.0,0.0,0.0,0.0,1.0
459633,10000.0,3,19.52,369.2,D,D4,8060.0,10+ years,0,43000.0,0,2013-10-01,1,2,229.0,17,15.13,4.0,665.0,669.0,13.0,0.0,0.0,18778.0,82.4,26.0,1,0,Mar-2002,5.0,1.0,0.0,5.0,10.0,10.0,6.0,11.0,4.0,12.0,19.0,10.0,13.0,0.0,0.0,1.0,3.0
181575,12000.0,3,11.99,398.52,B,B5,37861.0,10+ years,0,60000.0,0,2015-01-01,0,2,88.0,32,28.16,0.0,700.0,704.0,6.0,0.0,0.0,7513.0,57.4,10.0,0,0,Apr-2006,5.0,1.0,0.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,6.0,0.0,0.0,0.0,1.0
520231,28000.0,3,12.99,943.3,C,C2,100881.0,6 years,0,142000.0,1,2015-01-01,0,0,196.0,14,24.3,2.0,660.0,664.0,16.0,0.0,0.0,21869.0,71.5,24.0,1,0,Nov-2003,0.0,1.0,0.0,6.0,8.0,8.0,7.0,8.0,7.0,11.0,14.0,8.0,16.0,0.0,0.0,0.0,4.0
173726,15000.0,3,16.99,534.72,D,D1,32.0,2 years,1,35000.0,0,2016-07-01,0,4,270.0,44,34.05,0.0,675.0,679.0,23.0,0.0,0.0,17073.0,59.5,30.0,0,0,Sep-2009,4.0,1.0,0.0,7.0,13.0,13.0,7.0,7.0,13.0,15.0,17.0,13.0,23.0,0.0,0.0,0.0,2.0
83923,14000.0,3,16.2,493.59,C,C4,540.0,5 years,2,120000.0,1,2013-10-01,0,0,74.0,30,20.83,0.0,700.0,704.0,12.0,0.0,0.0,38394.0,76.6,23.0,1,0,Feb-1996,26.0,1.0,0.0,4.0,8.0,8.0,5.0,11.0,5.0,11.0,18.0,8.0,12.0,0.0,0.0,0.0,2.0
668402,12000.0,3,5.32,361.38,A,A1,2798.0,2 years,1,110000.0,0,2015-08-01,0,4,51.0,7,9.66,0.0,720.0,724.0,11.0,0.0,0.0,27262.0,48.2,15.0,0,0,Mar-1980,4.0,1.0,0.0,5.0,8.0,8.0,6.0,8.0,1.0,9.0,12.0,8.0,11.0,0.0,0.0,0.0,1.0
459804,15000.0,3,16.55,531.44,D,D2,82933.0,10+ years,1,41694.0,1,2015-05-01,1,4,97.0,12,30.08,0.0,670.0,674.0,13.0,0.0,0.0,13097.0,58.7,27.0,0,0,Mar-2000,4.0,1.0,0.0,2.0,10.0,10.0,2.0,2.0,17.0,10.0,10.0,10.0,13.0,0.0,0.0,0.0,4.0
790821,5000.0,3,17.51,179.54,E,E4,234423.0,1 year,1,27911.52,1,2011-01-01,0,10,143.0,8,9.59,3.0,665.0,669.0,2.0,0.0,0.0,71.0,14.2,12.0,1,0,Oct-2003,10071.0,1.0,,,,,,,,,,,,,,,
450256,8000.0,3,6.19,244.07,A,A2,47984.0,5 years,1,31000.0,0,2018-05-01,0,0,668.0,9,14.52,0.0,790.0,794.0,9.0,0.0,0.0,2263.0,7.2,15.0,0,0,May-2000,0.0,1.0,0.0,3.0,4.0,4.0,4.0,6.0,3.0,8.0,12.0,4.0,9.0,0.0,0.0,0.0,1.0
684794,8000.0,3,8.39,252.14,B,B1,6668.0,4 years,2,50000.0,0,2016-03-01,0,0,188.0,23,13.17,0.0,685.0,689.0,11.0,1.0,1.0,3223.0,16.7,37.0,1,0,Apr-1995,0.0,1.0,0.0,2.0,3.0,3.0,3.0,10.0,6.0,8.0,25.0,3.0,11.0,0.0,0.0,0.0,4.0
61309,6000.0,3,9.76,192.93,B,B3,307.0,10+ years,0,50000.0,1,2015-12-01,1,0,27.0,12,35.93,0.0,730.0,734.0,11.0,0.0,0.0,11284.0,27.1,22.0,0,0,Dec-1982,0.0,1.0,0.0,5.0,6.0,6.0,5.0,7.0,7.0,7.0,14.0,6.0,11.0,0.0,0.0,0.0,2.0
127408,19000.0,3,16.29,670.71,C,C4,316264.0,8 years,1,42360.0,2,2013-02-01,0,0,33.0,22,27.34,1.0,675.0,679.0,14.0,0.0,0.0,17655.0,59.4,32.0,1,0,Dec-1988,0.0,1.0,1.0,8.0,11.0,11.0,8.0,19.0,4.0,12.0,25.0,11.0,14.0,0.0,0.0,0.0,4.0
72497,8050.0,3,14.64,277.64,C,C3,161962.0,10+ years,0,70000.0,1,2014-04-01,0,0,235.0,8,19.68,0.0,665.0,669.0,7.0,3.0,3.0,241.0,8.3,26.0,0,0,Feb-2000,0.0,1.0,3.0,2.0,2.0,2.0,3.0,13.0,10.0,4.0,14.0,2.0,6.0,0.0,0.0,0.0,1.0
508255,35000.0,5,22.74,981.45,E,E1,307.0,10+ years,0,180000.0,2,2016-12-01,0,2,52.0,19,8.13,0.0,680.0,684.0,10.0,1.0,1.0,9582.0,51.0,19.0,1,0,Apr-2002,5.0,1.0,0.0,3.0,6.0,6.0,3.0,5.0,2.0,6.0,11.0,5.0,10.0,,0.0,0.0,4.0
161005,10325.0,5,15.99,251.03,C,C5,216029.0,10+ years,1,62000.0,0,2016-11-01,0,4,251.0,8,23.36,0.0,745.0,749.0,20.0,0.0,0.0,11325.0,23.3,33.0,0,0,Nov-1996,4.0,1.0,0.0,6.0,10.0,10.0,7.0,8.0,17.0,13.0,16.0,10.0,20.0,0.0,0.0,0.0,1.0
676626,10225.0,3,19.05,375.07,D,D4,220958.0,7 years,0,39000.0,2,2013-05-01,0,0,421.0,3,33.23,0.0,735.0,739.0,15.0,0.0,0.0,6000.0,32.1,27.0,1,0,Jun-1997,106.0,1.0,0.0,6.0,6.0,6.0,7.0,11.0,8.0,12.0,19.0,6.0,15.0,0.0,0.0,0.0,3.0
711630,20000.0,3,12.49,668.98,B,B4,9154.0,5 years,0,95000.0,2,2014-02-01,0,4,2.0,2,27.41,0.0,720.0,724.0,18.0,0.0,0.0,27426.0,25.1,61.0,0,0,Aug-1994,4.0,1.0,0.0,4.0,8.0,8.0,8.0,22.0,21.0,13.0,32.0,8.0,18.0,0.0,0.0,0.0,4.0
444828,26400.0,3,9.17,841.61,B,B2,4694.0,< 1 year,1,225000.0,2,2015-07-01,0,0,365.0,19,7.19,0.0,725.0,729.0,25.0,0.0,0.0,15731.0,28.6,61.0,0,0,Mar-2001,0.0,1.0,0.0,2.0,14.0,14.0,5.0,22.0,7.0,23.0,49.0,14.0,24.0,0.0,0.0,0.0,3.0
446280,20000.0,3,6.49,612.89,A,A2,153.0,10+ years,0,125000.0,0,2014-08-01,0,0,390.0,13,16.42,0.0,730.0,734.0,19.0,0.0,0.0,22521.0,33.8,31.0,1,0,Feb-2000,0.0,1.0,0.0,8.0,10.0,10.0,11.0,15.0,9.0,13.0,20.0,10.0,19.0,0.0,0.0,0.0,1.0
272226,18425.0,5,18.84,476.34,E,E2,132.0,5 years,1,71000.0,2,2015-04-01,1,4,230.0,2,17.58,0.0,660.0,664.0,21.0,1.0,1.0,18454.0,74.4,40.0,1,0,Jul-2001,4.0,1.0,0.0,9.0,14.0,14.0,10.0,19.0,3.0,19.0,33.0,14.0,20.0,0.0,0.0,0.0,4.0
716225,9600.0,3,12.99,323.42,C,C1,181408.0,2 years,1,54912.0,1,2014-10-01,1,0,166.0,8,24.63,0.0,685.0,689.0,10.0,0.0,0.0,1166.0,48.6,26.0,1,0,Apr-2003,0.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,15.0,2.0,11.0,1.0,10.0,0.0,0.0,0.0,2.0
667424,8425.0,3,11.53,277.95,B,B5,69321.0,10+ years,2,32611.0,1,2015-07-01,1,0,810.0,24,30.55,0.0,670.0,674.0,12.0,1.0,1.0,7682.0,35.1,38.0,0,0,May-2002,0.0,1.0,1.0,2.0,3.0,3.0,4.0,17.0,6.0,9.0,27.0,3.0,11.0,0.0,0.0,0.0,2.0
620846,14000.0,5,15.61,337.56,C,C4,3806.0,10+ years,0,53000.0,2,2014-02-01,0,2,235.0,8,5.87,0.0,690.0,694.0,9.0,1.0,1.0,7193.0,51.7,14.0,0,0,Apr-2006,5.0,1.0,0.0,2.0,5.0,5.0,2.0,2.0,1.0,8.0,12.0,5.0,9.0,0.0,0.0,0.0,1.0
119500,18725.0,3,6.54,358.81,A,A4,235184.0,< 1 year,1,36500.0,1,2010-12-01,1,0,17.0,13,15.32,0.0,745.0,749.0,5.0,0.0,0.0,18734.0,32.0,8.0,1,0,Nov-1994,10617.0,1.0,,,,,,,,,,,,,,,
235890,28000.0,3,7.26,867.9,A,A4,25203.0,4 years,2,360000.0,1,2015-10-01,0,0,484.0,21,14.67,0.0,715.0,719.0,12.0,0.0,0.0,22229.0,63.9,47.0,0,0,Apr-1995,0.0,1.0,3.0,4.0,5.0,5.0,5.0,17.0,21.0,6.0,20.0,5.0,12.0,0.0,0.0,0.0,2.0
609533,19200.0,5,14.65,453.25,C,C5,46463.0,10+ years,0,65000.0,2,2015-09-01,0,0,324.0,10,24.48,0.0,685.0,689.0,19.0,0.0,0.0,27846.0,41.0,33.0,0,0,May-1995,0.0,1.0,0.0,9.0,16.0,16.0,11.0,11.0,5.0,16.0,24.0,11.0,19.0,,0.0,0.0,6.0
54365,5350.0,3,12.59,179.21,C,C2,598.0,< 1 year,1,57000.0,2,2015-12-01,0,0,104.0,23,28.25,0.0,690.0,694.0,24.0,0.0,0.0,26892.0,83.5,57.0,0,0,Nov-2004,0.0,1.0,0.0,4.0,10.0,10.0,4.0,6.0,38.0,12.0,18.0,11.0,24.0,0.0,0.0,0.0,1.0
488725,12000.0,3,7.9,375.49,A,A4,405.0,2 years,1,46000.0,2,2014-04-01,0,4,184.0,26,12.11,0.0,695.0,699.0,14.0,0.0,0.0,11006.0,43.2,37.0,0,0,Mar-2002,4.0,1.0,0.0,2.0,2.0,2.0,4.0,11.0,14.0,10.0,23.0,2.0,14.0,0.0,0.0,0.0,2.0
427600,11900.0,5,13.99,276.84,C,C3,107202.0,10+ years,0,106000.0,2,2016-12-01,1,0,512.0,21,17.99,1.0,685.0,689.0,12.0,0.0,0.0,6073.0,56.0,20.0,0,0,Nov-1994,0.0,1.0,1.0,2.0,5.0,5.0,2.0,2.0,13.0,5.0,5.0,4.0,12.0,,0.0,0.0,6.0
153376,15000.0,5,29.49,480.62,F,F2,17460.0,10+ years,0,42000.0,1,2016-12-01,0,0,355.0,18,24.44,0.0,695.0,699.0,11.0,0.0,0.0,28889.0,57.8,23.0,1,0,Apr-1997,0.0,1.0,0.0,7.0,8.0,8.0,7.0,17.0,2.0,9.0,19.0,8.0,11.0,0.0,0.0,0.0,1.0
254169,23525.0,5,20.99,636.3,E,E5,54.0,,1,58836.0,2,2015-06-01,0,0,223.0,12,34.57,0.0,675.0,679.0,16.0,0.0,0.0,12025.0,79.1,28.0,1,0,Dec-2000,0.0,1.0,1.0,6.0,10.0,10.0,6.0,8.0,12.0,12.0,16.0,10.0,16.0,0.0,0.0,0.0,3.0
